w1,w2,bigram,count,probability
i,locked,i locked,1,0.0005841121495327102
i,help,i help,1,0.0005841121495327102
i,confirmed,i confirmed,1,0.0005841121495327102
i,next,i next,1,0.0005841121495327102
i,pretty,i pretty,1,0.0005841121495327102
i,are,i are,1,0.0005841121495327102
i,strongly,i strongly,1,0.0005841121495327102
i,preferred,i preferred,1,0.0005841121495327102
i,assured,i assured,1,0.0005841121495327102
i,bring,i bring,1,0.0005841121495327102
i,probably,i probably,1,0.0005841121495327102
i,keep,i keep,1,0.0005841121495327102
i,remember,i remember,1,0.0005841121495327102
i,again,i again,1,0.0005841121495327102
i,obviously,i obviously,1,0.0005841121495327102
i,almost,i almost,1,0.0005841121495327102
i,choose,i choose,1,0.0005841121495327102
i,simply,i simply,1,0.0005841121495327102
i,been,i been,1,0.0005841121495327102
i,missed,i missed,1,0.0005841121495327102
i,enjoyed,i enjoyed,1,0.0005841121495327102
the,biggest,the biggest,3,0.0005665722379603399
the,towers,the towers,3,0.0005665722379603399
the,bath,the bath,3,0.0005665722379603399
the,expensive,the expensive,3,0.0005665722379603399
the,executive,the executive,3,0.0005665722379603399
the,case,the case,3,0.0005665722379603399
the,fridge,the fridge,3,0.0005665722379603399
the,alley,the alley,3,0.0005665722379603399
the,more,the more,3,0.0005665722379603399
the,pictures,the pictures,3,0.0005665722379603399
the,maintenance,the maintenance,3,0.0005665722379603399
the,affina,the affina,3,0.0005665722379603399
the,hospitality,the hospitality,3,0.0005665722379603399
the,reservations,the reservations,3,0.0005665722379603399
the,bars,the bars,3,0.0005665722379603399
the,curtains,the curtains,3,0.0005665722379603399
the,miracle,the miracle,3,0.0005665722379603399
the,perfect,the perfect,3,0.0005665722379603399
the,theater,the theater,3,0.0005665722379603399
the,linens,the linens,3,0.0005665722379603399
the,park,the park,3,0.0005665722379603399
the,convention,the convention,3,0.0005665722379603399
the,workers,the workers,3,0.0005665722379603399
the,summer,the summer,3,0.0005665722379603399
the,temp,the temp,3,0.0005665722379603399
the,millennium,the millennium,3,0.0005665722379603399
the,museum,the museum,3,0.0005665722379603399
the,public,the public,3,0.0005665722379603399
the,general,the general,3,0.0005665722379603399
the,beautiful,the beautiful,3,0.0005665722379603399
the,lights,the lights,3,0.0005665722379603399
the,john,the john,3,0.0005665722379603399
the,rooftop,the rooftop,3,0.0005665722379603399
the,homewood,the homewood,3,0.0005665722379603399
the,managers,the managers,3,0.0005665722379603399
the,highlight,the highlight,3,0.0005665722379603399
the,usual,the usual,3,0.0005665722379603399
the,truth,the truth,3,0.0005665722379603399
the,mark,the mark,3,0.0005665722379603399
the,north,the north,3,0.0005665722379603399
the,reason,the reason,3,0.0005665722379603399
the,weather,the weather,3,0.0005665722379603399
the,bedding,the bedding,3,0.0005665722379603399
the,comfortable,the comfortable,3,0.0005665722379603399
the,registration,the registration,3,0.0005665722379603399
the,mattress,the mattress,3,0.0005665722379603399
the,line,the line,3,0.0005665722379603399
the,major,the major,3,0.0005665722379603399
the,amount,the amount,3,0.0005665722379603399
the,company,the company,3,0.0005665722379603399
the,hrh,the hrh,3,0.0005665722379603399
the,housekeeping,the housekeeping,3,0.0005665722379603399
the,plus,the plus,3,0.0005665722379603399
the,following,the following,3,0.0005665722379603399
the,confirmation,the confirmation,3,0.0005665722379603399
the,trouble,the trouble,3,0.0005665722379603399
the,security,the security,3,0.0005665722379603399
the,roof,the roof,3,0.0005665722379603399
the,marriott,the marriott,3,0.0005665722379603399
the,big,the big,3,0.0005665722379603399
the,kids,the kids,3,0.0005665722379603399
the,party,the party,3,0.0005665722379603399
the,lower,the lower,3,0.0005665722379603399
the,club,the club,3,0.0005665722379603399
was,yelling,was yelling,1,0.0005470459518599562
was,kind,was kind,1,0.0005470459518599562
was,<num>:<num>pm,was <num>:<num>pm,1,0.0005470459518599562
was,laid,was laid,1,0.0005470459518599562
was,then,was then,1,0.0005470459518599562
was,around,was around,1,0.0005470459518599562
was,noisy,was noisy,1,0.0005470459518599562
was,answered,was answered,1,0.0005470459518599562
was,rather,was rather,1,0.0005470459518599562
was,attended,was attended,1,0.0005470459518599562
was,within,was within,1,0.0005470459518599562
was,convenient,was convenient,1,0.0005470459518599562
was,saturday,was saturday,1,0.0005470459518599562
was,new,was new,1,0.0005470459518599562
was,attached,was attached,1,0.0005470459518599562
was,larger,was larger,1,0.0005470459518599562
was,located,was located,1,0.0005470459518599562
was,definately,was definately,1,0.0005470459518599562
was,unfriendly,was unfriendly,1,0.0005470459518599562
was,water,was water,1,0.0005470459518599562
was,<num>pm,was <num>pm,1,0.0005470459518599562
was,nearly,was nearly,1,0.0005470459518599562
was,filthy,was filthy,1,0.0005470459518599562
was,outdated,was outdated,1,0.0005470459518599562
was,here,was here,1,0.0005470459518599562
was,checking,was checking,1,0.0005470459518599562
was,especially,was especially,1,0.0005470459518599562
was,smoking,was smoking,1,0.0005470459518599562
was,tired,was tired,1,0.0005470459518599562
was,long,was long,1,0.0005470459518599562
was,updated,was updated,1,0.0005470459518599562
was,worse,was worse,1,0.0005470459518599562
was,unacceptable,was unacceptable,1,0.0005470459518599562
was,efficient,was efficient,1,0.0005470459518599562
was,limited,was limited,1,0.0005470459518599562
was,correct,was correct,1,0.0005470459518599562
was,unprofessional,was unprofessional,1,0.0005470459518599562
was,fairly,was fairly,1,0.0005470459518599562
was,staying,was staying,1,0.0005470459518599562
was,and,was and,1,0.0005470459518599562
was,taking,was taking,1,0.0005470459518599562
was,light,was light,1,0.0005470459518599562
was,fixed,was fixed,1,0.0005470459518599562
was,otherwise,was otherwise,1,0.0005470459518599562
was,back,was back,1,0.0005470459518599562
was,putting,was putting,1,0.0005470459518599562
was,noted,was noted,1,0.0005470459518599562
was,decent,was decent,1,0.0005470459518599562
was,nicely,was nicely,1,0.0005470459518599562
was,overall,was overall,1,0.0005470459518599562
was,was,was was,1,0.0005470459518599562
was,literally,was literally,1,0.0005470459518599562
was,dust,was dust,1,0.0005470459518599562
was,reasonable,was reasonable,1,0.0005470459518599562
was,easily,was easily,1,0.0005470459518599562
was,near,was near,1,0.0005470459518599562
was,breathtaking,was breathtaking,1,0.0005470459518599562
was,generally,was generally,1,0.0005470459518599562
was,(,was (,1,0.0005470459518599562
was,someone,was someone,1,0.0005470459518599562
was,planned,was planned,1,0.0005470459518599562
was,loud,was loud,1,0.0005470459518599562
was,luxurious,was luxurious,1,0.0005470459518599562
was,mediocre,was mediocre,1,0.0005470459518599562
was,courteous,was courteous,1,0.0005470459518599562
was,cut,was cut,1,0.0005470459518599562
was,greeted,was greeted,1,0.0005470459518599562
was,chic,was chic,1,0.0005470459518599562
was,bad,was bad,1,0.0005470459518599562
was,reasonably,was reasonably,1,0.0005470459518599562
was,wrong,was wrong,1,0.0005470459518599562
was,thinking,was thinking,1,0.0005470459518599562
was,locked,was locked,1,0.0005470459518599562
was,helped,was helped,1,0.0005470459518599562
was,average,was average,1,0.0005470459518599562
was,treated,was treated,1,0.0005470459518599562
was,agreed,was agreed,1,0.0005470459518599562
was,attentive,was attentive,1,0.0005470459518599562
was,now,was now,1,0.0005470459518599562
was,tough,was tough,1,0.0005470459518599562
was,disgusting,was disgusting,1,0.0005470459518599562
was,gone,was gone,1,0.0005470459518599562
was,big,was big,1,0.0005470459518599562
was,later,was later,1,0.0005470459518599562
was,suggested,was suggested,1,0.0005470459518599562
was,taken,was taken,1,0.0005470459518599562
was,finally,was finally,1,0.0005470459518599562
was,cold,was cold,1,0.0005470459518599562
was,most,was most,1,0.0005470459518599562
was,he,was he,1,0.0005470459518599562
was,warm,was warm,1,0.0005470459518599562
was,interesting,was interesting,1,0.0005470459518599562
was,...,was ...,1,0.0005470459518599562
was,under,was under,1,0.0005470459518599562
was,peeling,was peeling,1,0.0005470459518599562
was,connected,was connected,1,0.0005470459518599562
was,pleased,was pleased,1,0.0005470459518599562
was,their,was their,1,0.0005470459518599562
was,below,was below,1,0.0005470459518599562
was,from,was from,1,0.0005470459518599562
was,short,was short,1,0.0005470459518599562
was,dark,was dark,1,0.0005470459518599562
was,family,was family,1,0.0005470459518599562
was,travelling,was travelling,1,0.0005470459518599562
was,annoyed,was annoyed,1,0.0005470459518599562
was,out,was out,1,0.0005470459518599562
was,received,was received,1,0.0005470459518599562
was,live,was live,1,0.0005470459518599562
was,ample,was ample,1,0.0005470459518599562
was,clearly,was clearly,1,0.0005470459518599562
was,worn,was worn,1,0.0005470459518599562
was,suppose,was suppose,1,0.0005470459518599562
was,usually,was usually,1,0.0005470459518599562
was,worried,was worried,1,0.0005470459518599562
was,across,was across,1,0.0005470459518599562
was,included,was included,1,0.0005470459518599562
was,gross,was gross,1,0.0005470459518599562
was,recommended,was recommended,1,0.0005470459518599562
was,crazy,was crazy,1,0.0005470459518599562
was,called,was called,1,0.0005470459518599562
was,fast,was fast,1,0.0005470459518599562
was,little,was little,1,0.0005470459518599562
was,coffee,was coffee,1,0.0005470459518599562
was,said,was said,1,0.0005470459518599562
was,brought,was brought,1,0.0005470459518599562
was,correctly,was correctly,1,0.0005470459518599562
was,maybe,was maybe,1,0.0005470459518599562
was,disappointing,was disappointing,1,0.0005470459518599562
was,doing,was doing,1,0.0005470459518599562
was,corrected,was corrected,1,0.0005470459518599562
was,true,was true,1,0.0005470459518599562
was,they,was they,1,0.0005470459518599562
was,breakfast,was breakfast,1,0.0005470459518599562
was,affordable,was affordable,1,0.0005470459518599562
was,",","was ,",1,0.0005470459518599562
was,central,was central,1,0.0005470459518599562
was,often,was often,1,0.0005470459518599562
was,attractive,was attractive,1,0.0005470459518599562
was,bitten,was bitten,1,0.0005470459518599562
was,blown,was blown,1,0.0005470459518599562
was,appreciated,was appreciated,1,0.0005470459518599562
was,dated,was dated,1,0.0005470459518599562
was,delivered,was delivered,1,0.0005470459518599562
was,hip,was hip,1,0.0005470459518599562
was,public,was public,1,0.0005470459518599562
was,stained,was stained,1,0.0005470459518599562
was,next,was next,1,0.0005470459518599562
was,shocked,was shocked,1,0.0005470459518599562
was,irish,was irish,1,0.0005470459518599562
was,outside,was outside,1,0.0005470459518599562
was,impossible,was impossible,1,0.0005470459518599562
<UNK>,convention,<UNK> convention,3,0.000496031746031746
<UNK>,work,<UNK> work,3,0.000496031746031746
<UNK>,shower,<UNK> shower,3,0.000496031746031746
<UNK>,came,<UNK> came,3,0.000496031746031746
<UNK>,got,<UNK> got,3,0.000496031746031746
<UNK>,chair,<UNK> chair,3,0.000496031746031746
<UNK>,days,<UNK> days,3,0.000496031746031746
<UNK>,said,<UNK> said,3,0.000496031746031746
<UNK>,delivered,<UNK> delivered,3,0.000496031746031746
<UNK>,each,<UNK> each,3,0.000496031746031746
<UNK>,broken,<UNK> broken,3,0.000496031746031746
<UNK>,drinks,<UNK> drinks,3,0.000496031746031746
<UNK>,many,<UNK> many,3,0.000496031746031746
<UNK>,told,<UNK> told,3,0.000496031746031746
<UNK>,both,<UNK> both,3,0.000496031746031746
<UNK>,breakfast,<UNK> breakfast,3,0.000496031746031746
<UNK>,park,<UNK> park,3,0.000496031746031746
<UNK>,renovations,<UNK> renovations,3,0.000496031746031746
<UNK>,here,<UNK> here,3,0.000496031746031746
<UNK>,left,<UNK> left,3,0.000496031746031746
<UNK>,teenager,<UNK> teenager,3,0.000496031746031746
<UNK>,enough,<UNK> enough,3,0.000496031746031746
<UNK>,change,<UNK> change,3,0.000496031746031746
<UNK>,other,<UNK> other,3,0.000496031746031746
<UNK>,could,<UNK> could,3,0.000496031746031746
<UNK>,such,<UNK> such,3,0.000496031746031746
<UNK>,very,<UNK> very,3,0.000496031746031746
<UNK>,line,<UNK> line,3,0.000496031746031746
<UNK>,machines,<UNK> machines,3,0.000496031746031746
<UNK>,sleep,<UNK> sleep,3,0.000496031746031746
<UNK>,must,<UNK> must,3,0.000496031746031746
<UNK>,later,<UNK> later,3,0.000496031746031746
<UNK>,price,<UNK> price,3,0.000496031746031746
<UNK>,tv,<UNK> tv,3,0.000496031746031746
<UNK>,even,<UNK> even,3,0.000496031746031746
<UNK>,shopping,<UNK> shopping,3,0.000496031746031746
<UNK>,shut,<UNK> shut,3,0.000496031746031746
<UNK>,break,<UNK> break,3,0.000496031746031746
<UNK>,flat,<UNK> flat,3,0.000496031746031746
<UNK>,everything,<UNK> everything,3,0.000496031746031746
<UNK>,only,<UNK> only,3,0.000496031746031746
<UNK>,site,<UNK> site,3,0.000496031746031746
<UNK>,now,<UNK> now,3,0.000496031746031746
<UNK>,something,<UNK> something,3,0.000496031746031746
<UNK>,wine,<UNK> wine,3,0.000496031746031746
<UNK>,person,<UNK> person,3,0.000496031746031746
<UNK>,level,<UNK> level,3,0.000496031746031746
<UNK>,event,<UNK> event,3,0.000496031746031746
<UNK>,disappointed,<UNK> disappointed,3,0.000496031746031746
<UNK>,store,<UNK> store,3,0.000496031746031746
<UNK>,location,<UNK> location,3,0.000496031746031746
<UNK>,suite,<UNK> suite,3,0.000496031746031746
<UNK>,next,<UNK> next,3,0.000496031746031746
<UNK>,open,<UNK> open,3,0.000496031746031746
<UNK>,clean,<UNK> clean,3,0.000496031746031746
<UNK>,hole,<UNK> hole,3,0.000496031746031746
<UNK>,booked,<UNK> booked,3,0.000496031746031746
<UNK>,internet,<UNK> internet,3,0.000496031746031746
<UNK>,using,<UNK> using,3,0.000496031746031746
<UNK>,situated,<UNK> situated,3,0.000496031746031746
<UNK>,along,<UNK> along,3,0.000496031746031746
<UNK>,screen,<UNK> screen,3,0.000496031746031746
<UNK>,things,<UNK> things,3,0.000496031746031746
<UNK>,king,<UNK> king,3,0.000496031746031746
<UNK>,game,<UNK> game,3,0.000496031746031746
<UNK>,small,<UNK> small,3,0.000496031746031746
<UNK>,comfortable,<UNK> comfortable,3,0.000496031746031746
<UNK>,door,<UNK> door,3,0.000496031746031746
<UNK>,can,<UNK> can,3,0.000496031746031746
<UNK>,hour,<UNK> hour,3,0.000496031746031746
<UNK>,centre,<UNK> centre,3,0.000496031746031746
<UNK>,under,<UNK> under,3,0.000496031746031746
<UNK>,before,<UNK> before,3,0.000496031746031746
<UNK>,$,<UNK> $,3,0.000496031746031746
<UNK>,itself,<UNK> itself,3,0.000496031746031746
<UNK>,issues,<UNK> issues,3,0.000496031746031746
to,that,to that,1,0.00047824007651841227
to,believe,to believe,1,0.00047824007651841227
to,where,to where,1,0.00047824007651841227
to,hold,to hold,1,0.00047824007651841227
to,each,to each,1,0.00047824007651841227
to,as,to as,1,0.00047824007651841227
to,rest,to rest,1,0.00047824007651841227
to,within,to within,1,0.00047824007651841227
to,attractions,to attractions,1,0.00047824007651841227
to,touch,to touch,1,0.00047824007651841227
to,close,to close,1,0.00047824007651841227
to,contact,to contact,1,0.00047824007651841227
to,suite,to suite,1,0.00047824007651841227
to,better,to better,1,0.00047824007651841227
to,its,to its,1,0.00047824007651841227
to,allow,to allow,1,0.00047824007651841227
to,fresh,to fresh,1,0.00047824007651841227
to,others,to others,1,0.00047824007651841227
to,perfect,to perfect,1,0.00047824007651841227
to,construction,to construction,1,0.00047824007651841227
to,toilet,to toilet,1,0.00047824007651841227
to,from,to from,1,0.00047824007651841227
to,ourselves,to ourselves,1,0.00047824007651841227
to,numerous,to numerous,1,0.00047824007651841227
to,starbucks,to starbucks,1,0.00047824007651841227
to,time,to time,1,0.00047824007651841227
to,someone,to someone,1,0.00047824007651841227
to,remember,to remember,1,0.00047824007651841227
to,home,to home,1,0.00047824007651841227
to,simply,to simply,1,0.00047824007651841227
to,lobby,to lobby,1,0.00047824007651841227
to,ours,to ours,1,0.00047824007651841227
to,breakfast,to breakfast,1,0.00047824007651841227
to,review,to review,1,0.00047824007651841227
to,flight,to flight,1,0.00047824007651841227
to,something,to something,1,0.00047824007651841227
to,having,to having,1,0.00047824007651841227
to,european,to european,1,0.00047824007651841227
to,updating,to updating,1,0.00047824007651841227
to,understand,to understand,1,0.00047824007651841227
to,answer,to answer,1,0.00047824007651841227
to,but,to but,1,0.00047824007651841227
to,speed,to speed,1,0.00047824007651841227
to,truly,to truly,1,0.00047824007651841227
to,phone,to phone,1,0.00047824007651841227
to,know,to know,1,0.00047824007651841227
to,specifically,to specifically,1,0.00047824007651841227
to,downtown,to downtown,1,0.00047824007651841227
to,ceiling,to ceiling,1,0.00047824007651841227
to,cover,to cover,1,0.00047824007651841227
to,watch,to watch,1,0.00047824007651841227
to,care,to care,1,0.00047824007651841227
to,checkout,to checkout,1,0.00047824007651841227
to,anything,to anything,1,0.00047824007651841227
to,iron,to iron,1,0.00047824007651841227
to,comment,to comment,1,0.00047824007651841227
to,marriott,to marriott,1,0.00047824007651841227
to,last,to last,1,0.00047824007651841227
to,posted,to posted,1,0.00047824007651841227
to,finally,to finally,1,0.00047824007651841227
to,ta,to ta,1,0.00047824007651841227
to,present,to present,1,0.00047824007651841227
to,supply,to supply,1,0.00047824007651841227
to,point,to point,1,0.00047824007651841227
to,several,to several,1,0.00047824007651841227
to,<num>/<num>/<num>,to <num>/<num>/<num>,1,0.00047824007651841227
to,everyone,to everyone,1,0.00047824007651841227
to,like,to like,1,0.00047824007651841227
to,well,to well,1,0.00047824007651841227
to,being,to being,1,0.00047824007651841227
to,desk,to desk,1,0.00047824007651841227
to,bottom,to bottom,1,0.00047824007651841227
to,david,to david,1,0.00047824007651841227
to,only,to only,1,0.00047824007651841227
to,rain,to rain,1,0.00047824007651841227
to,internet,to internet,1,0.00047824007651841227
to,over,to over,1,0.00047824007651841227
to,kimpton,to kimpton,1,0.00047824007651841227
to,training,to training,1,0.00047824007651841227
to,access,to access,1,0.00047824007651841227
to,renovation,to renovation,1,0.00047824007651841227
to,arrive,to arrive,1,0.00047824007651841227
to,plan,to plan,1,0.00047824007651841227
to,lots,to lots,1,0.00047824007651841227
to,location,to location,1,0.00047824007651841227
to,serve,to serve,1,0.00047824007651841227
to,everywhere,to everywhere,1,0.00047824007651841227
to,bars,to bars,1,0.00047824007651841227
to,block,to block,1,0.00047824007651841227
to,good,to good,1,0.00047824007651841227
to,hear,to hear,1,0.00047824007651841227
to,receive,to receive,1,0.00047824007651841227
to,report,to report,1,0.00047824007651841227
to,hilton,to hilton,1,0.00047824007651841227
to,dark,to dark,1,0.00047824007651841227
to,double,to double,1,0.00047824007651841227
to,<num>/<num>,to <num>/<num>,1,0.00047824007651841227
to,party,to party,1,0.00047824007651841227
to,place,to place,1,0.00047824007651841227
to,dry,to dry,1,0.00047824007651841227
to,ride,to ride,1,0.00047824007651841227
to,seat,to seat,1,0.00047824007651841227
to,rental,to rental,1,0.00047824007651841227
to,places,to places,1,0.00047824007651841227
to,<num>:<num>,to <num>:<num>,1,0.00047824007651841227
to,none,to none,1,0.00047824007651841227
to,second,to second,1,0.00047824007651841227
to,almost,to almost,1,0.00047824007651841227
to,without,to without,1,0.00047824007651841227
to,bed,to bed,1,0.00047824007651841227
to,throw,to throw,1,0.00047824007651841227
to,read,to read,1,0.00047824007651841227
to,save,to save,1,0.00047824007651841227
to,smile,to smile,1,0.00047824007651841227
to,three,to three,1,0.00047824007651841227
to,),to ),1,0.00047824007651841227
to,fish,to fish,1,0.00047824007651841227
to,reach,to reach,1,0.00047824007651841227
to,maid,to maid,1,0.00047824007651841227
to,...,to ...,1,0.00047824007651841227
to,two,to two,1,0.00047824007651841227
to,train,to train,1,0.00047824007651841227
to,arriving,to arriving,1,0.00047824007651841227
to,myself,to myself,1,0.00047824007651841227
to,swim,to swim,1,0.00047824007651841227
to,millennium,to millennium,1,0.00047824007651841227
to,properly,to properly,1,0.00047824007651841227
to,terrific,to terrific,1,0.00047824007651841227
to,travel,to travel,1,0.00047824007651841227
to,imagine,to imagine,1,0.00047824007651841227
to,wake,to wake,1,0.00047824007651841227
to,magnificent,to magnificent,1,0.00047824007651841227
to,capacity,to capacity,1,0.00047824007651841227
to,even,to even,1,0.00047824007651841227
to,impossible,to impossible,1,0.00047824007651841227
to,o'hare,to o'hare,1,0.00047824007651841227
to,nothing,to nothing,1,0.00047824007651841227
to,these,to these,1,0.00047824007651841227
to,shut,to shut,1,0.00047824007651841227
to,--,to --,1,0.00047824007651841227
to,insult,to insult,1,0.00047824007651841227
to,swimming,to swimming,1,0.00047824007651841227
to,very,to very,1,0.00047824007651841227
to,departure,to departure,1,0.00047824007651841227
to,floor,to floor,1,0.00047824007651841227
to,much,to much,1,0.00047824007651841227
a,fault,a fault,1,0.0004452359750667854
a,workout,a workout,1,0.0004452359750667854
a,saturday,a saturday,1,0.0004452359750667854
a,remote,a remote,1,0.0004452359750667854
a,request,a request,1,0.0004452359750667854
a,sun,a sun,1,0.0004452359750667854
a,foot,a foot,1,0.0004452359750667854
a,first,a first,1,0.0004452359750667854
a,spot,a spot,1,0.0004452359750667854
a,most,a most,1,0.0004452359750667854
a,disappointing,a disappointing,1,0.0004452359750667854
a,bare,a bare,1,0.0004452359750667854
a,bath,a bath,1,0.0004452359750667854
a,cost,a cost,1,0.0004452359750667854
a,longer,a longer,1,0.0004452359750667854
a,location,a location,1,0.0004452359750667854
a,flight,a flight,1,0.0004452359750667854
a,fine,a fine,1,0.0004452359750667854
a,men,a men,1,0.0004452359750667854
a,size,a size,1,0.0004452359750667854
a,unprofessional,a unprofessional,1,0.0004452359750667854
a,summer,a summer,1,0.0004452359750667854
a,ride,a ride,1,0.0004452359750667854
a,white,a white,1,0.0004452359750667854
a,walking,a walking,1,0.0004452359750667854
a,fair,a fair,1,0.0004452359750667854
a,call,a call,1,0.0004452359750667854
a,floor,a floor,1,0.0004452359750667854
a,refrigerator,a refrigerator,1,0.0004452359750667854
a,record,a record,1,0.0004452359750667854
a,door,a door,1,0.0004452359750667854
a,know,a know,1,0.0004452359750667854
a,tourist,a tourist,1,0.0004452359750667854
a,chance,a chance,1,0.0004452359750667854
a,<num>nd,a <num>nd,1,0.0004452359750667854
a,moment,a moment,1,0.0004452359750667854
a,bedroom,a bedroom,1,0.0004452359750667854
a,plasma,a plasma,1,0.0004452359750667854
a,table,a table,1,0.0004452359750667854
a,natural,a natural,1,0.0004452359750667854
a,bowl,a bowl,1,0.0004452359750667854
a,buffet,a buffet,1,0.0004452359750667854
a,rest,a rest,1,0.0004452359750667854
a,seven,a seven,1,0.0004452359750667854
a,wallpaper,a wallpaper,1,0.0004452359750667854
a,relaxing,a relaxing,1,0.0004452359750667854
a,bartender,a bartender,1,0.0004452359750667854
a,no,a no,1,0.0004452359750667854
a,part,a part,1,0.0004452359750667854
a,red,a red,1,0.0004452359750667854
a,future,a future,1,0.0004452359750667854
a,five,a five,1,0.0004452359750667854
a,personal,a personal,1,0.0004452359750667854
a,young,a young,1,0.0004452359750667854
a,policy,a policy,1,0.0004452359750667854
a,thank,a thank,1,0.0004452359750667854
a,teenager,a teenager,1,0.0004452359750667854
a,super,a super,1,0.0004452359750667854
a,written,a written,1,0.0004452359750667854
a,common,a common,1,0.0004452359750667854
a,tired,a tired,1,0.0004452359750667854
a,try,a try,1,0.0004452359750667854
a,guy,a guy,1,0.0004452359750667854
a,renovated,a renovated,1,0.0004452359750667854
a,touch,a touch,1,0.0004452359750667854
a,rating,a rating,1,0.0004452359750667854
a,cafe,a cafe,1,0.0004452359750667854
a,stale,a stale,1,0.0004452359750667854
a,sat,a sat,1,0.0004452359750667854
a,flat,a flat,1,0.0004452359750667854
a,positive,a positive,1,0.0004452359750667854
a,working,a working,1,0.0004452359750667854
a,dingy,a dingy,1,0.0004452359750667854
a,cheerful,a cheerful,1,0.0004452359750667854
a,month,a month,1,0.0004452359750667854
a,stained,a stained,1,0.0004452359750667854
a,average,a average,1,0.0004452359750667854
a,terrible,a terrible,1,0.0004452359750667854
a,waiter,a waiter,1,0.0004452359750667854
a,horrible,a horrible,1,0.0004452359750667854
a,general,a general,1,0.0004452359750667854
a,classy,a classy,1,0.0004452359750667854
a,book,a book,1,0.0004452359750667854
a,bill,a bill,1,0.0004452359750667854
a,chicken,a chicken,1,0.0004452359750667854
a,top,a top,1,0.0004452359750667854
a,treadmill,a treadmill,1,0.0004452359750667854
a,loud,a loud,1,0.0004452359750667854
a,situation,a situation,1,0.0004452359750667854
a,favorite,a favorite,1,0.0004452359750667854
a,plate,a plate,1,0.0004452359750667854
a,side,a side,1,0.0004452359750667854
a,list,a list,1,0.0004452359750667854
a,winter,a winter,1,0.0004452359750667854
a,pillow,a pillow,1,0.0004452359750667854
a,concert,a concert,1,0.0004452359750667854
a,wake,a wake,1,0.0004452359750667854
a,third,a third,1,0.0004452359750667854
a,seat,a seat,1,0.0004452359750667854
a,best,a best,1,0.0004452359750667854
a,some,a some,1,0.0004452359750667854
a,gorgeous,a gorgeous,1,0.0004452359750667854
a,reasonably,a reasonably,1,0.0004452359750667854
a,bell,a bell,1,0.0004452359750667854
a,welcome,a welcome,1,0.0004452359750667854
a,highlight,a highlight,1,0.0004452359750667854
a,polite,a polite,1,0.0004452359750667854
a,</s>,a </s>,1,0.0004452359750667854
a,health,a health,1,0.0004452359750667854
a,typical,a typical,1,0.0004452359750667854
a,traveler,a traveler,1,0.0004452359750667854
a,fresh,a fresh,1,0.0004452359750667854
a,dinner,a dinner,1,0.0004452359750667854
a,complaint,a complaint,1,0.0004452359750667854
a,pay,a pay,1,0.0004452359750667854
a,soda,a soda,1,0.0004452359750667854
a,dirty,a dirty,1,0.0004452359750667854
a,confirmation,a confirmation,1,0.0004452359750667854
a,negative,a negative,1,0.0004452359750667854
a,ten,a ten,1,0.0004452359750667854
a,martini,a martini,1,0.0004452359750667854
a,change,a change,1,0.0004452359750667854
a,middle,a middle,1,0.0004452359750667854
a,news,a news,1,0.0004452359750667854
a,worse,a worse,1,0.0004452359750667854
a,newly,a newly,1,0.0004452359750667854
a,poorly,a poorly,1,0.0004452359750667854
a,wait,a wait,1,0.0004452359750667854
a,goldfish,a goldfish,1,0.0004452359750667854
a,report,a report,1,0.0004452359750667854
a,bonus,a bonus,1,0.0004452359750667854
a,roof,a roof,1,0.0004452359750667854
a,chain,a chain,1,0.0004452359750667854
a,smaller,a smaller,1,0.0004452359750667854
a,sound,a sound,1,0.0004452359750667854
a,show,a show,1,0.0004452359750667854
a,concrete,a concrete,1,0.0004452359750667854
a,spa,a spa,1,0.0004452359750667854
a,movie,a movie,1,0.0004452359750667854
a,live,a live,1,0.0004452359750667854
a,last,a last,1,0.0004452359750667854
a,pass,a pass,1,0.0004452359750667854
a,stain,a stain,1,0.0004452359750667854
a,normal,a normal,1,0.0004452359750667854
a,line,a line,1,0.0004452359750667854
a,concern,a concern,1,0.0004452359750667854
a,closet,a closet,1,0.0004452359750667854
a,possible,a possible,1,0.0004452359750667854
a,kitchen,a kitchen,1,0.0004452359750667854
a,conrad,a conrad,1,0.0004452359750667854
a,person,a person,1,0.0004452359750667854
a,man,a man,1,0.0004452359750667854
a,not,a not,1,0.0004452359750667854
a,certain,a certain,1,0.0004452359750667854
a,fairly,a fairly,1,0.0004452359750667854
a,tip,a tip,1,0.0004452359750667854
a,dock,a dock,1,0.0004452359750667854
a,historic,a historic,1,0.0004452359750667854
a,recent,a recent,1,0.0004452359750667854
a,water,a water,1,0.0004452359750667854
a,security,a security,1,0.0004452359750667854
a,similar,a similar,1,0.0004452359750667854
a,dark,a dark,1,0.0004452359750667854
a,response,a response,1,0.0004452359750667854
a,shopping,a shopping,1,0.0004452359750667854
a,westin,a westin,1,0.0004452359750667854
a,email,a email,1,0.0004452359750667854
a,name,a name,1,0.0004452359750667854
a,daily,a daily,1,0.0004452359750667854
a,relatively,a relatively,1,0.0004452359750667854
a,to,a to,1,0.0004452359750667854
a,promise,a promise,1,0.0004452359750667854
a,<num>pm,a <num>pm,1,0.0004452359750667854
a,clock,a clock,1,0.0004452359750667854
a,rain,a rain,1,0.0004452359750667854
a,unique,a unique,1,0.0004452359750667854
a,charm,a charm,1,0.0004452359750667854
a,cover,a cover,1,0.0004452359750667854
